run_id,strategy_id,trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,size,gross_pnl,net_pnl,fees,slippage,holding_bars,holding_hours,holding_bucket,entry_regime,exit_regime,dominant_regime_during_trade,entry_signal_components,entry_condition,exit_reason,orderflow_value_at_entry,orderflow_bucket,trend_strength_at_entry,trend_strength_bucket,volatility_state_at_entry,compression_state_at_entry,expansion_state_at_entry,MFE,MAE,realized_R,cost_to_profit_ratio,cost_bucket,turnover_contribution,entry_feature_time,exit_feature_time,attribution_source
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00001,BTCUSDT,long,2024-01-04T22:20:00+00:00,2024-01-04T23:20:00+00:00,44607.68,44292.02,0.2,-23.771741,-23.771741,0.0,0.0,12,1.0,intraday_to_1d,trending_up,trending_up,trending_up,"{""momentum"": 0.0080007, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01150226, ""volatility"": 0.00189951}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01150226,strong_uptrend,high_vol,False,True,16.46,-88.786,-0.26645346,0.0,low_cost_ratio,0.1777994,2024-01-04T22:15:00+00:00,2024-01-04T23:15:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00002,BTCUSDT,long,2024-01-10T23:20:00+00:00,2024-01-11T00:20:00+00:00,47641.6,46512.2,0.2,-122.698833,-122.698833,0.0,0.0,12,1.0,intraday_to_1d,high_vol_trend,mean_reverting_chop,high_vol_trend,"{""momentum"": 0.02783319, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.02454314, ""volatility"": 0.00414587}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.02454314,strong_uptrend,high_vol,False,True,1.316,-253.274,-1.28772788,0.0,low_cost_ratio,0.1883076,2024-01-10T23:15:00+00:00,2024-01-11T00:15:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00003,BTCUSDT,long,2024-01-19T18:55:00+00:00,2024-01-19T19:55:00+00:00,41877.84,41813.05,0.2,5.805013,5.805013,0.0,0.0,12,1.0,intraday_to_1d,trending_up,mean_reverting_chop,mean_reverting_chop,"{""momentum"": 0.01729787, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01155233, ""volatility"": 0.00237797}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01155233,strong_uptrend,high_vol,False,True,23.046,-50.184,0.06930889,0.0,low_cost_ratio,0.16738178,2024-01-19T18:50:00+00:00,2024-01-19T19:50:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00004,BTCUSDT,long,2024-01-26T15:00:00+00:00,2024-01-26T16:00:00+00:00,41533.36,41390.0,0.2,-10.854427,-10.854427,0.0,0.0,12,1.0,intraday_to_1d,trending_up,trending_up,trending_up,"{""momentum"": 0.01149417, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01979049, ""volatility"": 0.00170606}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01979049,strong_uptrend,high_vol,False,True,7.242,-61.352,-0.13067119,0.0,low_cost_ratio,0.16584672,2024-01-26T14:55:00+00:00,2024-01-26T15:55:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00005,BTCUSDT,long,2024-01-29T16:35:00+00:00,2024-01-29T17:35:00+00:00,43000.0,43146.8,0.2,11.071952,11.071952,0.0,0.0,12,1.0,intraday_to_1d,trending_up,trending_up,trending_up,"{""momentum"": 0.02431973, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.0149319, ""volatility"": 0.0016139}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.0149319,strong_uptrend,high_vol,False,True,57.812,-13.622,0.12874363,0.0,low_cost_ratio,0.1722936,2024-01-29T16:30:00+00:00,2024-01-29T17:30:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00006,BTCUSDT,long,2024-02-27T09:35:00+00:00,2024-02-27T10:35:00+00:00,56537.87,56555.0,0.2,-13.140617,-13.140617,0.0,0.0,12,1.0,intraday_to_1d,high_vol_trend,mean_reverting_chop,mean_reverting_chop,"{""momentum"": 0.0046329, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01058631, ""volatility"": 0.00161015}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01058631,strong_uptrend,high_vol,False,True,31.826,-28.23,-0.11621075,0.0,low_cost_ratio,0.22618574,2024-02-27T09:30:00+00:00,2024-02-27T10:30:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00007,BTCUSDT,long,2024-02-28T13:50:00+00:00,2024-02-28T14:50:00+00:00,59989.99,60376.95,0.2,29.767206,29.767206,0.0,0.0,12,1.0,intraday_to_1d,trending_up,high_vol_trend,high_vol_trend,"{""momentum"": 0.00988149, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01212364, ""volatility"": 0.00195677}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01212364,strong_uptrend,high_vol,False,True,122.002,-40.038,0.24810144,0.0,low_cost_ratio,0.24073388,2024-02-28T13:45:00+00:00,2024-02-28T14:45:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00008,BTCUSDT,long,2024-02-28T16:30:00+00:00,2024-02-28T17:30:00+00:00,61438.94,61916.06,0.2,29.154515,29.154515,0.0,0.0,12,1.0,intraday_to_1d,high_vol_trend,liquidation_shock,high_vol_trend,"{""momentum"": 0.00343731, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.03252493, ""volatility"": 0.00237793}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.03252493,strong_uptrend,high_vol,False,True,428.864,-616.508,0.23726414,0.0,low_cost_ratio,0.24671,2024-02-28T16:25:00+00:00,2024-02-28T17:25:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00009,BTCUSDT,long,2024-02-28T23:40:00+00:00,2024-02-29T00:40:00+00:00,62521.04,61813.3,0.2,-72.52862,-72.52862,0.0,0.0,12,1.0,intraday_to_1d,high_vol_trend,trending_up,high_vol_trend,"{""momentum"": 0.02051189, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01773457, ""volatility"": 0.00372398}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01773457,strong_uptrend,high_vol,False,True,30.332,-210.59,-0.5800337,0.0,low_cost_ratio,0.24866868,2024-02-28T23:35:00+00:00,2024-02-29T00:35:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00010,BTCUSDT,long,2024-03-04T16:15:00+00:00,2024-03-04T17:15:00+00:00,66708.51,66535.48,0.2,-18.570068,-18.570068,0.0,0.0,12,1.0,intraday_to_1d,high_vol_trend,high_vol_trend,high_vol_trend,"{""momentum"": 0.0066228, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01909261, ""volatility"": 0.00199642}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01909261,strong_uptrend,high_vol,False,True,40.924,-120.598,-0.13918815,0.0,low_cost_ratio,0.26648798,2024-03-04T16:10:00+00:00,2024-03-04T17:10:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00011,BTCUSDT,long,2024-03-04T23:00:00+00:00,2024-03-05T00:00:00+00:00,67721.01,68049.92,0.2,23.720272,23.720272,0.0,0.0,12,1.0,intraday_to_1d,high_vol_trend,high_vol_trend,high_vol_trend,"{""momentum"": 0.00730838, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01863826, ""volatility"": 0.00233667}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01863826,strong_uptrend,high_vol,False,True,117.64,-47.496,0.1751323,0.0,low_cost_ratio,0.27154186,2024-03-04T22:55:00+00:00,2024-03-04T23:55:00+00:00,ledger_fills
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00012,BTCUSDT,long,2024-03-05T01:55:00+00:00,2024-03-05T02:55:00+00:00,68336.43,68032.11,0.2,-29.0935,-29.0935,0.0,0.0,12,1.0,intraday_to_1d,high_vol_trend,trending_up,trending_up,"{""momentum"": 0.00999524, ""raw_signal"": 0.2, ""side"": ""long"", ""target_signal"": 0.2, ""trend_strength"": 0.01389353, ""volatility"": 0.00211037}",state_replay_entry,signal_flat_exit,0.0,neutral_flow,0.01389353,strong_uptrend,high_vol,False,True,32.694,-128.286,-0.21286962,0.0,low_cost_ratio,0.27273708,2024-03-05T01:50:00+00:00,2024-03-05T02:50:00+00:00,ledger_fills
