date,symbol,open,high,low,close,volume,factor
2020-01-02,NVDA,5.96875,5.9977498054504395,5.918000221252441,5.9977498054504395,237536000,1.0
2020-01-03,NVDA,5.877500057220459,5.9457502365112305,5.852499961853027,5.901750087738037,205384000,1.0
2020-01-06,NVDA,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,262636000,1.0
2020-01-07,NVDA,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,314856000,1.0
2020-01-08,NVDA,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,277108000,1.0
2020-01-09,NVDA,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,255112000,1.0
2020-01-10,NVDA,6.1832499504089355,6.213749885559082,6.09375,6.107999801635742,316296000,1.0
2020-01-13,NVDA,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,319840000,1.0
2020-01-14,NVDA,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,359088000,1.0
2020-01-15,NVDA,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,263104000,1.0
2020-01-16,NVDA,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,284192000,1.0
2020-01-17,NVDA,6.242499828338623,6.25,6.1842498779296875,6.23199987411499,253792000,1.0
2020-01-21,NVDA,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,217916000,1.0
2020-01-22,NVDA,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,239240000,1.0
2020-01-23,NVDA,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,244516000,1.0
2020-01-24,NVDA,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,373512000,1.0
2020-01-27,NVDA,5.955999851226807,6.056250095367432,5.805749893188477,6.005000114440918,470536000,1.0
2020-01-28,NVDA,6.071249961853027,6.231750011444092,6.017749786376953,6.199250221252441,310976000,1.0
2020-01-29,NVDA,6.184750080108643,6.2210001945495605,6.098499774932861,6.138500213623047,258848000,1.0
2020-01-30,NVDA,6.040249824523926,6.158750057220459,5.985000133514404,6.145249843597412,290504000,1.0
2020-01-31,NVDA,6.099249839782715,6.111249923706055,5.868750095367432,5.910749912261963,370420000,1.0
2020-02-03,NVDA,5.892499923706055,6.027750015258789,5.886250019073486,6.0082502365112305,255564000,1.0
2020-02-04,NVDA,6.150750160217285,6.197500228881836,6.100500106811523,6.178249835968018,271544000,1.0
2020-02-05,NVDA,6.299749851226807,6.309999942779541,6.1852498054504395,6.269000053405762,208220000,1.0
2020-02-06,NVDA,6.303500175476074,6.356249809265137,6.2220001220703125,6.356249809265137,218284000,1.0
2020-02-07,NVDA,6.315999984741211,6.338250160217285,6.264249801635742,6.289750099182129,189752000,1.0
2020-02-10,NVDA,6.3125,6.574999809265137,6.307499885559082,6.574250221252441,529608000,1.0
2020-02-11,NVDA,6.683000087738037,6.8125,6.6207499504089355,6.697249889373779,638556000,1.0
2020-02-12,NVDA,6.750249862670898,6.820000171661377,6.711249828338623,6.813499927520752,374644000,1.0
2020-02-13,NVDA,6.755249977111816,6.836999893188477,6.727749824523926,6.769499778747559,528016000,1.0
2020-02-14,NVDA,7.18149995803833,7.3742499351501465,7.150000095367432,7.244750022888184,1041924000,1.0
2020-02-18,NVDA,7.140999794006348,7.432750225067139,7.121500015258789,7.414249897003174,620164000,1.0
2020-02-19,NVDA,7.53725004196167,7.885250091552734,7.53725004196167,7.867499828338623,694332000,1.0
2020-02-20,NVDA,7.819250106811523,7.9079999923706055,7.408750057220459,7.71750020980835,810052000,1.0
2020-02-21,NVDA,7.604750156402588,7.630000114440918,7.266499996185303,7.351749897003174,768180000,1.0
2020-02-24,NVDA,6.754749774932861,7.046750068664551,6.699999809265137,6.831999778747559,856916000,1.0
2020-02-25,NVDA,6.90749979019165,6.969749927520752,6.448999881744385,6.551249980926514,1055496000,1.0
2020-02-26,NVDA,6.551499843597412,6.886250019073486,6.550000190734863,6.691249847412109,747732000,1.0
2020-02-27,NVDA,6.372499942779541,6.675000190734863,6.222249984741211,6.315000057220459,906416000,1.0
2020-02-28,NVDA,6.061500072479248,6.811500072479248,6.044750213623047,6.7517499923706055,1133252000,1.0
2020-03-02,NVDA,6.922500133514404,6.9397501945495605,6.525000095367432,6.910749912261963,890744000,1.0
2020-03-03,NVDA,6.966750144958496,7.026750087738037,6.561500072479248,6.647250175476074,652792000,1.0
2020-03-04,NVDA,6.755000114440918,7.122250080108643,6.679999828338623,7.112750053405762,597408000,1.0
2020-03-05,NVDA,6.912499904632568,7.079999923706055,6.787499904632568,6.832250118255615,540328000,1.0
2020-03-06,NVDA,6.6519999504089355,6.709750175476074,6.449999809265137,6.651000022888184,515412000,1.0
2020-03-09,NVDA,5.997499942779541,6.485000133514404,5.954500198364258,6.136000156402588,614160000,1.0
2020-03-10,NVDA,6.41349983215332,6.5269999504089355,6.149750232696533,6.5269999504089355,580648000,1.0
2020-03-11,NVDA,6.386499881744385,6.414999961853027,6.0642499923706055,6.161749839782715,499964000,1.0
2020-03-12,NVDA,5.636499881744385,5.9029998779296875,5.394999980926514,5.407750129699707,816540000,1.0
2020-03-13,NVDA,5.762499809265137,6.0254998207092285,5.490250110626221,6.020999908447266,634836000,1.0
2020-03-16,NVDA,5.3102498054504395,5.652500152587891,4.849999904632568,4.909999847412109,726972000,1.0
2020-03-17,NVDA,5.022749900817871,5.521500110626221,4.775000095367432,5.4317498207092285,833632000,1.0
2020-03-18,NVDA,5.002500057220459,5.248499870300293,4.517000198364258,5.070499897003174,874268000,1.0
2020-03-19,NVDA,5.048999786376953,5.41825008392334,4.834750175476074,5.324250221252441,765512000,1.0
2020-03-20,NVDA,5.474999904632568,5.757999897003174,5.1282501220703125,5.143750190734863,804636000,1.0
